tumor,signal,Signature_3_ml,Signature_3_c,Signature_3_l_rat,Signature_3_wl,rat_sig3,Signature_other_c4_ml,exp_sig3,total_snvs,Signature_3_c1_ml,Signature_3_c2_ml,Signature_3_c3_ml,Signature_3_c4_ml
a85cf239-ff51-46e7-9b88-4c2cb49c66b9,1,0.996384577,0.439354673,0.984244993,0.999979649,0.700504329,0.000745291,13.30958226,19,0.473765538,0.260921325,0.005143295,0.256554419
c61ded54-f80e-4da8-b1d8-e22551c96118,0,0.185028698,0.384327498,0,0.001843797,0,0.097060933,0,14,0.03997007,0.073256462,0.00350392,0.068298245
d8c6d4b8-f279-4edc-aaa3-a1cc266aec4d,0,0.238555949,0.319985505,0,0.574666079,0,0.00015543,0,16,0.000429683,7.97E-06,0.237721072,0.000397225
d8fbb398-d1da-4444-984a-22c8523625da,1,0.997878505,0.448414067,0.999503879,0.999999451,0.427677867,0.000259353,11.11962453,26,0.63672624,0.043846004,0.103053526,0.214252734
df291849-4c35-44e1-b013-8f6b7ee36113,1,0.685104618,0.29499513,0.498466261,0.976751951,0.042168054,0.07159636,0.46384859,11,0.20560996,0.044681923,0.228827069,0.205985665
e7dc7492-3a84-49c7-8dea-8f508b53dc40,0,0.802429599,0.318544394,0.853659085,0.977973123,0.410124981,0.01222707,5.74174973,14,0.29246494,0.246082055,0.060635719,0.203246885
PD5936,0,0.188541143,0.139629098,0,2.05E-05,0,0.142136319,0,5,0.038745696,0.082169928,0.004365646,0.063259873
PD3989,0,0.702271316,0.258323916,0,0.50325117,0,0.059981916,0,11,0.25162273,0.085684151,0.148153617,0.216810817
PD6422,0,0.753552779,0.294015702,0.961810661,0.99707388,0.82628908,0.047974318,4.131445398,5,0.259151794,0.242347643,0.039803348,0.212249994
PD9599,0,0.361991713,0.165778401,0,0.135881288,0,0.129791295,0,5,0.097852659,0.134508285,0.008741105,0.120889664
PD4069,0,0.153150241,0.148273296,0,0.000209383,0,0.183151027,0,5,0.037589285,0.051999048,0.010524178,0.053037731
PD4613,0,0.232984495,0.234348833,0,9.82E-05,0,0.084740771,0,10,0.028678985,0.005421201,0.155267697,0.043616613
PD6044,0,0.516500227,0.294341629,0.542151202,0.046472452,0.348289562,0.136366727,3.831185182,11,0.162683395,0.11962058,0.043366141,0.190830111
PD9570,0,0.229797664,0.220178369,0,0.004756307,0,0.149885466,0,6,0.050555635,0.094779339,0.003322767,0.081139922
PD4267,0,0.431087214,0.317822846,0,0.442110732,0,0.022319651,0,8,0.034549287,0.00583596,0.356459943,0.034242023
PD4959,1,0.854757312,0.396149919,0.574683798,0.993479015,0.165788365,0.028165054,2.486825469,15,0.302616974,0.084630687,0.161940721,0.30556893
PD4072,0,8.77E-09,0.356253098,0.189824558,3.46E-25,0.075060909,2.99E-32,4.128349976,55,1.23E-27,0,8.77E-09,4.36E-29
PD7209,0,0.003563005,0.184076906,0,9.99E-20,0,0.489586655,0,15,0.000385737,0.000419995,9.66E-05,0.002660671
PD4967,0,0.256752594,0.261268094,0,3.90E-08,0,0.007107139,0,12,0.004799562,0.000256597,0.246589058,0.005107376
PD4953,1,0.661969697,0.272383969,0.670412056,0.970944969,0.833219632,0.037248757,4.166098158,5,0.199389829,0.138525309,0.163590335,0.160464224
PD4604,1,0.806476154,0.335716935,0,0.826459914,0,0.081185975,0,15,0.302625824,0.151699972,0.033019513,0.319130844
PD9000,1,0.286756121,0.279080595,0.509390636,0.006069186,0.005719137,0.243115532,0.091506199,16,0.068021938,0.092068227,0.002359121,0.124306835
PD7199,0,0.63266681,0.304640114,0.487975848,0.070335531,0.179784356,0.041142439,1.618059201,9,0.144421938,0.32383061,0.001796802,0.16261746
PD6719,1,0.768100607,0.325989839,0.646323744,0.998723774,0.242655643,0.033965501,2.669212077,11,0.297621974,0.157331414,0.062132555,0.251014663
PD4968,0,0.215296973,0.229952936,0,0.0002957,0,0.152855469,0,7,0.044173692,0.086939382,0.004818434,0.079365464
PD6418,0,0.334413621,0.194585054,0,0.004091706,0,0.188284241,0,7,0.084221131,0.10465582,0.013295189,0.132241481
PD9001,0,0.074846438,0.180046742,0,1.52E-07,0,0.12491946,0,9,0.013290088,0.029927823,0,0.031628527
PD9567,0,0.236039948,0.18550318,0.539166027,9.72E-07,0.360510291,0.164179687,1.802551456,5,0.061896737,0.088740255,0.009534653,0.075868303
PD7206,1,0.340624025,0.213222225,0,0.163850559,0,0.140713523,0,8,0.081685151,0.112040213,0.027229011,0.11966965
PD7221,0,0.075507004,0.208461943,0,9.00E-06,0,0.152179443,0,12,0.007558236,0,0.051000835,0.016947933
PD7215,1,0.952511333,0.394984927,0,0.999829245,0,0.002996171,0,14,0.27260884,0.016855677,0.532614655,0.130432161
PD6042,1,0.950769248,0.525383431,0,0.999285895,0,0.001789456,0,17,0.262812386,0.030278474,0.487922875,0.169755513
PD9577,0,0.173229025,0.20414674,0,5.40E-06,0,0.162012517,0,5,0.037007022,0.063891445,0.010594975,0.061735583
PD4315,0,0.244543201,0.253691986,0.504082161,0.082289101,0.003823039,0.018085804,0.026761273,7,0.010180451,0,0.222738533,0.011624217
PD4962,0,0.220395393,0.19437881,0,0.000105817,0,0.055205801,0,8,0.019543622,0,0.177680687,0.023171084
PD6721,0,0.04172913,0.137236318,0,1.89E-12,0,0.265663285,0,5,0.010131749,0.012009675,0,0.019587706
PD4225,0,0.334996706,0.23995918,0,0.201737862,0,0.117438391,0,9,0.086761649,0.076173534,0.031893005,0.140168518
PD6043,1,0.596350524,0.422798619,0,0.856534904,0,1.87E-07,0,27,9.02E-06,3.42E-09,0.596336903,4.60E-06
PD7207,0,0.34709208,0.273301159,0.582400518,0.001821061,0.54271883,0.172737538,2.713594148,5,0.096880407,0.099322909,0.042819868,0.108068896
PD8978,1,0.907843598,0.316698566,0.524196365,0.946026104,0.208164012,0.020553745,1.665312094,8,0.346157159,0.26699013,0.03213771,0.262558599
PD3890,1,0.121768202,0.216028298,0,0.052565241,0,0.020079427,0,7,0.026633815,0.056546982,0.001700768,0.036886638
PD3904,1,0.429140555,0.247250214,0.490472442,0.473049355,0.3102108,0.06094521,1.861264802,6,0.112549637,0.206976949,0.008243212,0.101370756
PD3905,1,0.588093221,0.408673535,0,0.995333775,0,0.010544269,0,12,0.192493982,0.026823612,0.236043919,0.132731709
PD3945,1,0.972483492,0.404285842,0.681323982,0.999998986,0.353826844,0.000366099,5.307402657,15,0.270517247,0.01500062,0.576239875,0.110725751
PD4005,1,0.287966606,0.307261387,0,0.00174013,0,0.046153382,0,11,0.037588991,0.008693915,0.185102412,0.056581287
PD4076,0,0.047685383,0.220595185,0,1.50E-12,0,0.096940471,0,14,0.004359338,0.029694838,9.92E-06,0.013621284
PD4085,0,0.198472053,0.241517157,0,0.002454055,0,0.093546193,0,11,0.037419709,0.068465933,0.001513966,0.091072446
PD4107,1,0.550937197,0.238405875,0.503168718,0.913592683,0.218769293,0.066503148,1.531385052,7,0.135530221,0.258822814,0.004985818,0.151598343
PD4115,1,0.975057876,0.269879815,0.90824891,0.999871713,0.850499123,0.005035697,7.654492105,9,0.49470605,0.161399569,0.098392032,0.220560225
PD4116,1,0.980993205,0.501635021,0.479799611,0.999999979,0.417077021,0.000255684,8.341540411,20,0.395610004,0.41853642,0.001874688,0.164972093
PD4194,0,0.596942612,0.326310705,0,0.24807187,0,0.099399929,0,8,0.166673051,0.055423461,0.177211592,0.197634508
PD4198,0,0.271486423,0.181819587,0,0.034054057,0,0.189381618,0,6,0.065580202,0.060931931,0.044204307,0.100769983
PD4199,0,0.013385354,0.381590039,0,0.6388858,0,9.20E-07,0,13,2.94E-06,0,0.013380532,1.88E-06
PD4836,1,0.914637055,0.26368576,0.746099358,0.989683059,0.263953486,0.007794386,1.847674399,7,0.273282969,0.05750587,0.444214736,0.13963348
PD4841,1,0.182010449,0.230084979,0,7.61E-05,0,0.171181378,0,10,0.042271881,0.074668237,0.002288806,0.062781526
PD4844,1,0.425006576,0.368034906,0,1.96E-05,0,0.221342785,0,17,0.10933577,0.039260427,0.057288772,0.219121607
PD4845,1,0.099170192,0.137824101,0,6.37E-08,0,0.225477355,0,8,0.020116655,0.021700509,0.013791562,0.043561466
PD4847,0,0.545281142,0.323080977,0.571888131,0.0020422,0.149502119,0.054317012,1.943527541,13,0.120990367,0.288694888,0.001191137,0.134404751
PD4874,1,0.305153477,0.269348658,0.493746497,0.000709106,0.282962817,0.040363148,3.112590986,11,0.026847099,0.00405591,0.240479791,0.033770676
PD4875,1,0.651126897,0.32750329,0,0.977511253,0,0.047368797,0,17,0.177314574,0.265191572,0.000794575,0.207826176
PD4951,1,0.327015349,0.213967717,0.547397165,0.002739345,0.179406302,0.030733925,0.897031511,5,0.106600021,0.08688408,0.032937811,0.100593436
PD4955,1,0.834527583,0.301260114,0.731238205,0.992014487,0.776118634,0.024463224,6.98506771,9,0.260562854,0.356799101,0.018924797,0.19824083
PD4977,0,7.70E-13,0.366902496,0,6.14E-28,0,2.52E-39,0,91,1.40E-38,0,7.70E-13,2.25E-39
PD4978,0,0.311173322,0.234881904,0,0.229564892,0,0.040956747,0,6,0.074829495,0.043777511,0.101057255,0.09150906
PD4980,0,0.791298577,0.253105613,0,0.781840014,0,0.063468339,0,11,0.298984425,0.153681409,0.046677359,0.291955384
PD5925,1,0.742130857,0.348934962,0.460797875,0.096085955,0.073973904,0.054412499,0.887686844,12,0.265591553,0.06523853,0.151630942,0.259669832
PD5930,1,0.771668715,0.29463372,0.660547818,0.997663902,0.769155805,0.033280973,5.384090632,7,0.229814155,0.311126368,0.029449741,0.201278451
PD5942,1,0.148375673,0.369939306,0,0.407091217,0,0.169225856,0,17,0.037755347,0.022100632,0.01172992,0.076789774
PD5948,1,0.945029627,0.416893452,0.679764902,0.996952078,0.432902051,0.005334375,10.38964921,24,0.355601035,0.320228021,0.000119705,0.269080867
PD5950,0,0.038067942,0.150570712,0,2.66E-11,0,0.182936947,0,9,0.005479872,0.014550154,0,0.018037915
PD6016,0,0.87209966,0.221935012,0,1.47E-05,0,0.022917445,0,12,0.281611423,0.256833012,0.035975023,0.297680202
PD6047,1,0.481872418,0.278900287,0.563332529,0.001527898,0.133347703,0.117807099,1.733520139,13,0.128976624,0.11965605,0.009401046,0.223838698
PD6404,1,0.927691643,0.433451803,0.582704317,0.124496679,0.128930402,0.014755261,2.707538452,21,0.433687128,0.116230136,0.015802138,0.361972241
PD6405,0,1.31E-06,0.367904844,0,2.28E-61,0,1.63E-33,0,54,1.79E-24,7.25E-37,1.31E-06,1.48E-26
PD6409,1,0.997268636,0.434796424,0.840662901,0.99999929,0.569154853,0.000139729,9.675632503,17,0.51693813,0.029886125,0.319733592,0.130710789
PD6410,1,0.288839119,0.212418729,0.527846603,2.39E-05,0.39715238,0.138423997,2.382914279,6,0.069038879,0.123188662,0.00578259,0.090828988
PD6411,1,0.345284638,0.211701294,0.508013813,0.795093152,0.015029083,0.057252723,0.105203584,7,0.084835288,0.149927593,0.005704203,0.104817554
PD6413,1,0.603463259,0.380131397,0.599441527,0.407386296,0.827193574,0.018798859,5.790355016,7,0.213311611,0.177100603,0.029733218,0.183317826
PD6415,1,0.248277277,0.356071768,0,0.004107003,0,0.007772249,0,16,0.004438799,0.000229443,0.238191523,0.005417513
PD6416,1,0.323526396,0.205636236,0,0.002319393,0,0.158351346,0,5,0.065922777,0.041545346,0.122042954,0.094015319
PD6684,1,0.972493528,0.407931039,0.937055403,0.999989956,0.596338704,0.001866239,10.13775797,17,0.438960736,0.289550993,0.011088741,0.232893058
PD6711,0,0.153833031,0.330352356,0.624321145,3.15E-06,0.330486278,0.343009676,4.296321612,13,0.044868233,0.028310494,0.013183473,0.067470831
PD6722,0,0.748408062,0.452155304,0.408345834,0.999643253,0.19352117,5.79E-06,3.870423396,20,0.001293479,3.41E-06,0.746585298,0.000525871
PD6727,1,0.305417602,0.255379359,0.507726929,0.01731704,0.076067702,0.182171687,0.608541618,8,0.08714727,0.083165315,0.023845009,0.111260008
PD6728,1,0.164250906,0.177386292,0,4.39E-06,0,0.279844556,0,7,0.035765451,0.023410644,0.034180975,0.070893836
PD6730,1,0.930509094,0.432008455,0.520633554,0.974863197,0.007883462,0.004936729,0.181319631,23,0.28066702,0.353554596,0.004269027,0.292018451
PD6731,1,0.424586665,0.306911255,0,0.349579446,0,0.02828238,0,9,0.07080707,0.007462178,0.277671339,0.068646077
PD6732,1,0.577874051,0.322208625,0.604391811,0.527163187,0.408050273,0.077425587,3.672452459,9,0.195113887,0.129745813,0.02592359,0.227090761
PD6733,1,0.360589423,0.203221082,0,9.43E-06,0,0.107430461,0,8,0.082909593,0.026580165,0.166363266,0.084736399
PD7067,1,0.491314075,0.29512787,0,0.73382417,0,0.038588782,0,6,0.071913659,0.020891597,0.323097162,0.075411656
PD7069,0,0.475818269,0.317102771,0.684000714,0.349799816,0.036817345,0.006812375,0.515442827,14,0.017821695,0.0007837,0.442167406,0.015045467
PD7205,0,0.336796533,0.324014163,0.616500273,0.814660658,0.179839723,0.033882772,1.079038339,6,0.096403374,0.04864207,0.094223913,0.097527175
PD7211,1,0.890130271,0.287960668,0.804873292,0.996439602,0.567722843,0.012457429,5.109505586,9,0.225710446,0.47256542,0.003292436,0.188561969
PD7220,0,0.034770472,0.1808313,0,5.71E-15,0,0.390099374,0,12,0.006203713,0.00649419,0.001718833,0.020353735
PD7240,1,0.075510806,0.215489566,0,1.35E-08,0,0.312011609,0,12,0.014680949,0.017429586,0.00498863,0.038411641
PD7243,0,0.231153099,0.188170074,0,0.002183151,0,0.212875065,0,7,0.064450147,0.062757945,0.02377315,0.080171857
PD7250,1,0.871374661,0.449719308,0.793319747,0.87551325,0.72635395,0.000346156,5.08447765,7,0.111889701,0.006130075,0.716798271,0.036556614
PD7305,0,0.044673155,0.169162553,0,6.37E-09,0,0.266500652,0,7,0,0,0.020165023,0.024508132
PD7306,0,0.031023808,0.256764375,0,1.48E-10,0,0.489667242,0,17,0.005583704,0.00529225,0.000427136,0.019720717
PD7316,1,0.58821051,0.379116606,0.453657675,0.93852381,0.390746569,0.099909615,3.907465691,10,0.197039177,0.145027027,0.036767947,0.209376358
PD7321,1,0.800582265,0.360204655,0,0.99214503,0,0.065025223,0,13,0.271656287,0.070087852,0.189389772,0.269448353
PD7426,1,0.996099511,0.495430484,0.85899696,0.999971809,0.712980765,0.00012543,18.53749989,26,0.329898096,0.499882632,0.000194877,0.166123906
PD7428,1,0.996696393,0.514970548,0.96955257,0.999999989,0.898218788,0.000149728,17.96437577,20,0.63570332,0.049428596,0.140499219,0.171065258
PD8609,0,0.036387991,0.161639979,0,5.77E-14,0,0.016431019,0,6,0.001257399,0,0.033471246,0.001659346
PD8611,1,0.132163259,0.313411302,0,0.000655754,0,0.350134136,0,11,0.031912562,0.02040366,0.017426952,0.062420085
PD8614,0,0.372365478,0.234811942,0,0.08797993,0,0.174864931,0,6,0.100371213,0.089257084,0.047410442,0.135326738
PD8615,0,0.335200902,0.353679237,0.485558634,0.796983212,0.124167443,0.010773355,0.620837216,5,0.030908806,0.005878275,0.275173304,0.023240517
PD8617,0,0.818938977,0.207171369,0.508863826,0.346928935,0.040306789,0.02520719,0.362761098,9,0.262952946,0.301348518,0.013500521,0.241136992
PD8619,1,0.860315051,0.462593426,0.607777119,0.9994503,0.718827936,0.031155673,7.907107293,11,0.325757657,0.208576917,0.038114884,0.287865594
PD8621,1,0.965387974,0.360170702,0.953429656,0.999851486,0.652032573,0.002658827,9.128456024,14,0.530670161,0.165749266,0.056735031,0.212233517
PD8660,1,0.122360616,0.343742254,0,2.70E-06,0,0.035392611,0,27,0.003583075,0.000138422,0.108332623,0.010306497
PD8830,1,0.903873017,0.377305616,0.40219183,0.99069421,0.319644003,0.011486778,5.433948045,17,0.202317308,0.479013497,0.000617965,0.221924246
PD8832,1,0.9995903,0.582150807,0.983760024,1,0.692209305,7.34E-06,22.84290705,33,0.652490282,0.011808082,0.203996285,0.131295651
PD8964,1,0.33815727,0.314609525,0.698474996,0.997048589,0.526597637,0.003488846,6.319171649,12,0.103742681,0.146486668,0.003944812,0.083983109
PD8965,0,0.105440816,0.2616512,0,3.32E-05,0,0.064805185,0,13,0.009358366,0,0.077282299,0.018800151
PD8969,1,0.959083719,0.488018399,0.844921447,0.999972876,0.626111707,0.004038547,9.391675605,15,0.386238416,0.044920865,0.336390776,0.191533662
PD8973,0,0.106162368,0.293283437,0,1.09E-05,0,0.000419988,0,7,0.000952904,0,0.104483332,0.000726132
PD8977,0,0.013523109,0.190692644,0,5.39E-14,0,0.275945173,0,15,0.001812639,0.00414311,5.00E-05,0.007517403
PD8980,1,0.666593859,0.42998783,0,2.53E-06,0,0.108569013,0,26,0.155202531,0.069946931,0.035951918,0.405492479
PD8982,1,0.999892531,0.542304842,0.983517931,0.999999985,0.572072376,6.90E-07,24.02703981,42,0.760549126,0.046795836,0.001253893,0.191293676
PD8995,0,0.463614058,0.227317628,0,0.366797007,0,0.045837399,0,8,0.070324562,0.016577894,0.309089587,0.067622016
PD8998,0,0.548834242,0.357525501,0.447638613,0.984493395,0.705226557,0.009092007,6.347039016,9,0.069609203,0.007778156,0.428837236,0.042609647
PD9004,1,0.951229931,0.404897375,0.455907159,0.986008147,0.346383679,0.010276567,5.88852255,17,0.363022544,0.311218013,0.003897268,0.273092107
PD9009,0,0.953115925,0.416170023,0.955297312,0.999997007,0.282966597,1.53E-08,9.337897713,33,1.19E-05,7.33E-10,0.953101336,2.70E-06
PD9064,1,0.997178489,0.454510679,0.976821678,0.99999998,0.726967213,0.000460604,15.26631148,21,0.645137885,0.131548207,0.019258374,0.201234023
PD9464,0,0.533588856,0.32579843,0,0.171602302,0,0.168289471,0,11,0.182377811,0.063392207,0.053009645,0.234809193
PD9539,0,0.281498969,0.240369643,0,0.000238133,0,0.133000096,0,10,0.052228302,0.109414917,0.001380638,0.118475113
PD9541,0,0.06410353,0.213631303,0,2.57E-09,0,0.399728165,0,9,0.013234727,0.005933262,0.017598723,0.027336818
PD9544,0,0.464243346,0.302607843,0,0.068241279,0,0.037949089,0,8,0.040811433,0.006580775,0.38165956,0.035191577
PD9568,1,0.995791774,0.562633816,0.554302727,0.99999313,0.7699939,0.000550738,19.2498475,25,0.587430586,0.095559853,0.029276007,0.283525329
PD9571,1,0.147675439,0.243733807,0,4.52E-06,0,0.150813997,0,10,0.024960343,0.068302333,0.001305649,0.053107114
PD9575,1,0.466598245,0.238692347,0.503444732,0.026697194,0.183021147,0.187970053,1.64719032,9,0.156721781,0.076120986,0.062538412,0.171217066
PD9576,1,0.990710927,0.489318857,0.977771273,0.999994699,0.467125029,0.003065028,9.342500585,20,0.500968892,0.141522192,0.017064049,0.331155793
PD9579,0,0.16196866,0.143637655,0,6.63E-06,0,0.074424901,0,6,0.018087851,0,0.120172839,0.02370797
PD9584,0,0.042048325,0.187598506,0,5.41E-15,0,0.394465185,0,13,0.007301895,0.009736739,0.001335157,0.023674534
PD9585,1,0.867533782,0.333069026,0.777913616,0.942590741,0.523149019,0.015394528,5.754639213,11,0.25700949,0.379881234,0.004108464,0.226534594
PD9591,0,0.336699719,0.184054341,0.807105668,0.377504705,0.063123417,0.027083141,0.378740504,6,0.100087333,0.112980342,0.018224989,0.105407055
PD9593,0,0.504700408,0.247577611,0,0.36675987,0,0.101827194,0,5,0.133883079,0.160033372,0.046802935,0.163981022
PD9595,1,0.818534836,0.418608999,0.965099815,0.999710615,0.708314456,0.012022838,9.916402381,14,0.310854331,0.25004524,0.010907786,0.246727479
